
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 3192      0.00      0.00   -397.44 3203    0 3193    0  plain   wall  plain   wall
Object:   OBJ00001   3192      aQm   -50.00    mineral     5.00    10.00                 aqua       cube     medium             
Object:   OBJ00002   3192      aPm   -50.00    mineral     5.00    10.00                 aqua    pyramid     medium             
Object:   OBJ00003   3192      cPt    10.00    mineral     0.10     0.10                 cyan    pyramid       tiny             
Object:   OBJ00004   3192      cPt    10.00    mineral     0.10     0.10                 cyan    pyramid       tiny             
Object:   OBJ00005   3192      arm    10.00    mineral     5.00    10.00                 aqua       rock     medium             
Object:   OBJ00006   3192      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00007   3192      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00008   3192      aPt    10.00    mineral     0.10     0.10                 aqua    pyramid       tiny             
Object:   OBJ00009   3192      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
Object:   OBJ00010   3192      aPt    10.00    mineral     0.10     0.10                 aqua    pyramid       tiny             
Object:   OBJ00011   3192      aPm    10.00    mineral     5.00    10.00                 aqua    pyramid     medium             
Object:   OBJ00012   3192      cPm    10.00    mineral     5.00    10.00                 cyan    pyramid     medium             
Object:   OBJ00013   3192      aQm    10.00    mineral     5.00    10.00                 aqua       cube     medium             
Object:   OBJ00014   3192      aQt    10.00    mineral     0.10     0.10                 aqua       cube       tiny             
Object:   OBJ00015   3192      dPs   -50.00    mineral     1.00     1.00        dayglo-orange    pyramid      small             
Object:   OBJ00016   3192      aPm   -50.00    mineral     5.00    10.00                 aqua    pyramid     medium             
Object:   OBJ00017   3192      cPt    10.00    mineral     0.10     0.10                 cyan    pyramid       tiny             
Object:   OBJ00018   3192      dQm    50.00    mineral     5.00    10.00        dayglo-orange       cube     medium             
Object:   OBJ00019   3192      cQt    10.00    mineral     0.10     0.10                 cyan       cube       tiny             
Object:   OBJ00020   3192      dPt    10.00    mineral     0.10     0.10        dayglo-orange    pyramid       tiny             
Cell: 3193   1000.00      0.00   -427.92 3204    0 3194 3192  plain   wall  plain  plain
Object:   OBJ00021   3193      aPt    10.00    mineral     0.10     0.10                 aqua    pyramid       tiny             
Object:   OBJ00022   3193      cQs    50.00    mineral     1.00     1.00                 cyan       cube      small             
Object:   OBJ00023   3193      ars    50.00    mineral     1.00     1.00                 aqua       rock      small             
Object:   OBJ00024   3193      dQt    10.00    mineral     0.10     0.10        dayglo-orange       cube       tiny             
Object:   OBJ00025   3193      aPm   -50.00    mineral     5.00    10.00                 aqua    pyramid     medium             
Object:   OBJ00026   3193      cPm    10.00    mineral     5.00    10.00                 cyan    pyramid     medium             
Object:   OBJ00027   3193      aQm   -50.00    mineral     5.00    10.00                 aqua       cube     medium             
Object:   OBJ00028   3193      cPm    10.00    mineral     5.00    10.00                 cyan    pyramid     medium             
Object:   OBJ00029   3193      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00030   3193      cPm    50.00    mineral     5.00    10.00                 cyan    pyramid     medium             
Object:   OBJ00031   3193      aQm   -50.00    mineral     5.00    10.00                 aqua       cube     medium             
Object:   OBJ00032   3193      cPt    10.00    mineral     0.10     0.10                 cyan    pyramid       tiny             
Object:   OBJ00033   3193      aPt    10.00    mineral     0.10     0.10                 aqua    pyramid       tiny             
Object:   OBJ00034   3193      cQs    50.00    mineral     1.00     1.00                 cyan       cube      small             
Object:   OBJ00035   3193      aQt   -50.00    mineral     0.10     0.10                 aqua       cube       tiny             
Object:   OBJ00036   3193      cQt    10.00    mineral     0.10     0.10                 cyan       cube       tiny             
Object:   OBJ00037   3193      aQm    10.00    mineral     5.00    10.00                 aqua       cube     medium             
Object:   OBJ00038   3193      aPt   -50.00    mineral     0.10     0.10                 aqua    pyramid       tiny             
Object:   OBJ00039   3193      dQt    10.00    mineral     0.10     0.10        dayglo-orange       cube       tiny             
Object:   OBJ00040   3193      dPm   -50.00    mineral     5.00    10.00        dayglo-orange    pyramid     medium             
Cell: 3194   2000.00      0.00   -436.78 3205    0 3195 3193  plain   wall  plain  plain
Object:   OBJ00041   3194      cQm    10.00    mineral     5.00    10.00                 cyan       cube     medium             
Object:   OBJ00042   3194      drm    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium             
Object:   OBJ00043   3194      cQt    10.00    mineral     0.10     0.10                 cyan       cube       tiny             
Object:   OBJ00044   3194      crm    10.00    mineral     5.00    10.00                 cyan       rock     medium             
